121.00, 130.00, 134.20
123.00, 130.00, 134.41
127.00, 130.00, 134.50
127.00, 130.00, 134.59
122.00, 130.00, 134.83
121.00, 130.00, 135.10
126.00, 130.00, 135.22
128.00, 130.00, 135.28
124.00, 130.00, 135.46
121.00, 130.00, 135.73
123.00, 130.00, 135.94
128.00, 130.00, 136.00
128.00, 130.00, 136.06
133.00, 130.00, 135.79
134.00, 130.00, 135.67
140.00, 130.00, 135.37
141.00, 130.00, 135.04
136.00, 130.00, 134.86
134.00, 130.00, 134.74
137.00, 130.00, 134.53
141.00, 130.00, 134.20
139.00, 130.00, 133.93
135.00, 130.00, 133.78
135.00, 130.00, 133.63
141.00, 130.00, 133.30
142.00, 130.00, 132.94
137.00, 130.00, 132.73
134.00, 130.00, 132.61
137.00, 130.00, 132.40
142.00, 130.00, 132.04
140.00, 130.00, 131.74
135.00, 130.00, 131.59
135.00, 130.00, 131.44
140.00, 130.00, 131.14
142.00, 130.00, 130.78
137.00, 130.00, 130.57
134.00, 130.00, 130.45
137.00, 130.00, 130.24
141.00, 130.00, 129.91
139.00, 130.00, 129.64
134.00, 130.00, 129.52
134.00, 130.00, 129.40
139.00, 130.00, 129.13
140.00, 130.00, 128.83
136.00, 130.00, 128.65
139.00, 130.00, 128.38
136.00, 130.00, 128.20
131.00, 130.00, 128.17
132.00, 130.00, 128.11
137.00, 130.00, 127.90
137.00, 130.00, 127.69
131.00, 130.00, 127.66
130.00, 130.00, 127.66
133.00, 130.00, 127.57
136.00, 130.00, 127.39
134.00, 130.00, 127.27
129.00, 130.00, 127.30
129.00, 130.00, 127.33
135.00, 130.00, 127.18
135.00, 130.00, 127.03
130.00, 130.00, 127.03
128.00, 130.00, 127.09
131.00, 130.00, 127.06
134.00, 130.00, 126.94
132.00, 130.00, 126.88
128.00, 130.00, 126.94
128.00, 130.00, 127.00
133.00, 130.00, 126.91
134.00, 130.00, 126.79
129.00, 130.00, 126.82
127.00, 130.00, 126.91
129.00, 130.00, 126.94
133.00, 130.00, 126.85
132.00, 130.00, 126.79
127.00, 130.00, 126.88
127.00, 130.00, 126.97
131.00, 130.00, 126.94
133.00, 130.00, 126.85
130.00, 130.00, 126.85
134.00, 130.00, 126.73
131.00, 130.00, 126.70
128.00, 130.00, 126.76
128.00, 130.00, 126.82
133.00, 130.00, 126.73
134.00, 130.00, 126.61
129.00, 130.00, 126.64
128.00, 130.00, 126.70
131.00, 130.00, 126.67
134.00, 130.00, 126.55
132.00, 130.00, 126.49
128.00, 130.00, 126.55
128.00, 130.00, 126.61
133.00, 130.00, 126.52
134.00, 130.00, 126.40
129.00, 130.00, 126.43
128.00, 130.00, 126.49
130.00, 130.00, 126.49
134.00, 130.00, 126.37
132.00, 130.00, 126.31
128.00, 130.00, 126.37
128.00, 130.00, 126.43
133.00, 130.00, 126.34
134.00, 130.00, 126.22
130.00, 130.00, 126.22
128.00, 130.00, 126.28
130.00, 130.00, 126.28
134.00, 130.00, 126.16
133.00, 130.00, 126.07
128.00, 130.00, 126.13
128.00, 130.00, 126.19
132.00, 130.00, 126.13
127.00, 130.00, 126.22
123.00, 130.00, 126.43
127.00, 130.00, 126.52
124.00, 130.00, 126.70
121.00, 130.00, 126.97
